id,Name,Cuisine,Rating,NumberOfReviews,Address,ZipCode,Latitude,Longitude,IsClosed,InsertTime
jwO3r6QVi_h9KxUFYetKuQ,Miyako Sushi,japanese,3.5,240,642 Amsterdam Ave,10025,40.7910899,-73.97275,False,15/10/2020 23:38:36
CV--FymQcb51hxcnkpCTng,Sushi Ren,japanese,3.5,144,1584 2nd Ave,10028,40.7753299,-73.95339,False,15/10/2020 23:38:36
yono7ZJcU1KiqfC-xUMaIA,Japan Village,japanese,3,238,934 3rd Ave,11232,40.65597,-74.00641,False,15/10/2020 23:38:36
YgKYiupbUNhHkne4UyJIhg,Tenichi Ramen Cobble Hill,japanese,4,69,116 Smith St,11201,40.68779,-73.98989,False,15/10/2020 23:38:36
lBdpfyto6mqFIuEBbXWmDw,South Slope Ramen,japanese,4,58,651 5th Ave,11215,40.662572,-73.991887,False,15/10/2020 23:38:36
NiosoLeT66--O2BOUlI_GA,Bay Sushi,japanese,4,78,29 Bay Ridge Ave,11220,40.638618,-74.034637,False,15/10/2020 23:38:36
p7HH7fLzx_H1y2hkttYxtg,Robongi,japanese,3.5,471,520 Washington St,07030,40.74293,-74.02955,False,15/10/2020 23:38:36
q23Br0CDFO6a1qx_7ItFKA,Shokudo,japanese,3.5,127,658 9th Ave,10036,40.7607671353346,-73.9905481084213,False,15/10/2020 23:38:36
7Q68kpPS6okcC8Kkw7g42A,Sushi Lab Rooftop NYC,japanese,4.5,55,132 West 47th St,10036,40.758417,-73.983301,False,15/10/2020 23:38:36
Xb-NlVV5gYKX2Amd_WeWoQ,Tanoshi Bento,japanese,4,68,1372 York Ave,10021,40.7676299,-73.95296,False,15/10/2020 23:38:36
AanNkr0fdlLXtUzjqwbcvw,Mitoushi Japanese Restaurant,japanese,3.5,159,1221 Quentin Rd,11229,40.608332,-73.960424,False,15/10/2020 23:38:36
Gg3heBdQQ9Wr03icYIaIQA,Kobe Sushi,japanese,3.5,132,1472 York Ave,10075,40.77077,-73.95066,False,15/10/2020 23:38:36
_QxcsvPsYnOgPhiK6gzCfg,SHOJI at 69 Leonard St,japanese,4,53,69 Leonard St,10013,40.71772,-74.00538,False,15/10/2020 23:38:36
a8Lj13uc3Hhyjm0eYL90sw,Sushi On Me,japanese,5,30,71-26 Roosevelt Ave,11372,40.74634,-73.89388,False,15/10/2020 23:38:36
vWQLcEnV7qwHPJvKOcxR5w,Ninja 86 Sushi,japanese,4,87,2274 86th St,11214,40.6006799,-73.99208,False,15/10/2020 23:38:36
fEnX6R_foFOc3NriJY4J2Q,Three Bowls Noodle House,japanese,4,80,63-28 Roosevelt Ave,11377,40.7457251,-73.9007075,False,15/10/2020 23:38:36
wPymJMA9Esa2i6HVdo-VNg,Kiku Sushi,japanese,3.5,142,453 7th Ave,11215,40.66278,-73.98483,False,15/10/2020 23:38:36
jCettteufZZP9bAx5Pxovw,19 @ Juku - Omakase,japanese,4.5,37,32 Mulberry St,10013,40.7146,-73.9995299,False,15/10/2020 23:38:36
LcmRObvsi8JkxFCJ_l2_1g,Sushi Seki Times Square,japanese,3.5,161,365 W 46th St,10036,40.760942,-73.990075,False,15/10/2020 23:38:36
fHHpSKT9u7PQBYaMW5cEkA,Trad Room,japanese,4.5,47,266 Malcolm X Blvd,11233,40.68391,-73.929419,False,15/10/2020 23:38:36
QW1czVOqwkNet53Km_BIyQ,Tataki Japanese Restaurant,japanese,3.5,158,3 Lispenard St,10013,40.72067,-74.00486,False,15/10/2020 23:38:36
IdZ5DnGnAEXcmz2jZXGFiQ,Hiroshi Japanese Fusion,japanese,3.5,188,585 3rd Ave,10016,40.74836,-73.97585,False,15/10/2020 23:38:36
9MIkAs75TQzdwljVkUoZEg,Rakuzen AYCE Sushi,japanese,3.5,204,6408 Fort Hamilton Pkwy,11219,40.63112,-74.00903,False,15/10/2020 23:38:36
IAAMu9TfVLopuSSiqQeqhg,Mazete,japanese,4.5,32,666 6th Ave,10010,40.741263,-73.993641,False,15/10/2020 23:38:36
Lz_9RXFKmOaSA4IpgV6NlA,Karazishi Botan,japanese,4.5,26,255 Smith St,11231,40.68312,-73.99278,False,15/10/2020 23:38:36
xvFf1wuKPSzl1zUnHy8ZKw,Sushi of Gari Tribeca,japanese,3.5,139,130 W Broadway,10013,40.716780367583,-74.0084709183102,False,15/10/2020 23:38:36
eyrc1L7VnWK0TcF9cheR4w,Okawa,japanese,3.5,159,77-05 37th Ave,11372,40.7494447,-73.8884602,False,15/10/2020 23:38:36
BiFBVQwkCIurPP-ytstGwQ,Shima Sushi,japanese,4,56,226 E 51st St,10022,40.75588,-73.96926,False,15/10/2020 23:38:36
9MBNbh-0QtzA8UcBCjaNcg,Omiya Sushi,japanese,3.5,212,8618 4th Ave,11209,40.6223602,-74.028862,False,15/10/2020 23:38:36
nrJtX2BcYW1e1zdokH_aGg,Mottsu,japanese,3.5,151,285 Mott St,10012,40.72427,-73.99448,False,15/10/2020 23:38:36
DyC5HxYK8E09N2Hb-6WyGQ,ChopStix Sheepshead Bay,japanese,3.5,282,3790 Nostrand Ave,11235,40.59116,-73.9403,False,15/10/2020 23:38:36
242duaE9aarDFCh_tvsfUQ,Sakura 6,japanese,3.5,148,837 Manhattan Ave,11222,40.7286796569824,-73.9538269042969,False,15/10/2020 23:38:36
BCg5O26hQnVX7OOepNLK6w,Blue Ribbon Sushi Bar - Hudson Eats,japanese,3.5,146,225 Liberty St,10281,40.712693,-74.015839,False,15/10/2020 23:38:36
loXvaVYhzOO3xTYzntlVBg,Yuri Sushi House,japanese,4,86,374 W 46th St,10036,40.7608,-73.99059,False,15/10/2020 23:38:36
Pe4cQ65ZJ9qS8JQZVkJz4g,shabushabu Mayumon,japanese,5,18,115 Division St,10002,40.71434,-73.99205,False,15/10/2020 23:38:36
PnMnNmUHDR1IwQOe4Zixbg,Sushi by Boū Union Square,japanese,4,57,118 E 15th St,10003,40.73467,-73.98859,False,15/10/2020 23:38:36
Z-KV06jQbPovawp9dJD3vA,Nishida Sho-ten NEXT,japanese,4,60,304 E 49th St,10017,40.75394,-73.96864,False,15/10/2020 23:38:36
l5ljyjseOlWnvIVEXx0LxA,TomoTomo,japanese,4.5,35,152 W 52nd St,10019,40.76182,-73.981741,False,15/10/2020 23:38:36
SbXJlImRDoMeepmq_f96cw,Go! Go! Curry!,japanese,3.5,108,144 W 19th St,10011,40.74121,-73.99665,False,15/10/2020 23:38:36
4yOiQMheUbc0spj0_viKiA,Han Sushi,japanese,3.5,111,854 10th Ave,10019,40.768482,-73.9887,False,15/10/2020 23:38:36
KGD7hsGHd3KpiEGOApZLvQ,Mikaku Sushi,japanese,3.5,151,85 Kenmare St,10012,40.72136,-73.99675,False,15/10/2020 23:38:36
6S3dRxa8n9L-OzZ-5h-q4Q,Oki Poké & Ramen,japanese,4,90,135 E 45th St,10017,40.7532576637017,-73.9739739314382,False,15/10/2020 23:38:36
o0G_zp_XgP6Pr-WY4LLHLQ,Omen Azen,japanese,3.5,108,113 Thompson St,10012,40.726,-74.00196,False,15/10/2020 23:38:36
l7G5tDA96xbA_bx1ZgkOeg,ICHIRAN Midtown,japanese,4,831,132 W 31st St,10001,40.74839,-73.99062,False,15/10/2020 23:38:36
kjItczuC-FQa-nECT9VF8A,Udon Lab,japanese,4,93,43 W 32nd St,10001,40.7482036287177,-73.9874565,False,15/10/2020 23:38:36
pDXpe-kGZia6An9PsbjAGg,Toriko NY,japanese,4,74,76 Carmine St,10014,40.72943,-74.00466,False,15/10/2020 23:38:36
33-QPyIiKzQmToFZ2sL6tQ,Ginza Japanese Restaurant,japanese,3.5,125,2809 Ocean Ave,11229,40.592975,-73.949867,False,15/10/2020 23:38:36
Q47OUqvJ7PXwBBWB-pC2ZQ,Sushi D,japanese,3.5,127,207 Dekalb Ave,11205,40.6896898,-73.9713079,False,15/10/2020 23:38:36
ipAsHykRvgJzpx5hD8vTJw,Tokuyama Salon Café,japanese,4.5,38,627 E 6th St,10009,40.72399,-73.9802,False,15/10/2020 23:38:36
iBSoi03lblC-YcT7-oGGdw,Ichi Sushi,japanese,3.5,178,2040 86th St,11214,40.60383,-73.99754,False,15/10/2020 23:38:36
HsMExJ0PYZnFACK_T1iUBg,Wasabi Restaurant,japanese,3.5,144,638 Manhattan Ave,11222,40.724153,-73.950818,False,15/10/2020 23:38:36
3LQD4aB3UYPteZfsyglV4w,Jin Sushi & Thai,japanese,4,90,1708 E 16th St,11229,40.6081597222155,-73.9574643192272,False,15/10/2020 23:38:36
0j4yPmK9rOS52-mgKoq0Eg,Maison Yaki,japanese,3.5,84,626 Vanderbilt Ave,11238,40.67749,-73.96913,False,15/10/2020 23:38:36
XB_YNEvXM0Qch55jovpSJA,Ginza Japanese Restaurant,japanese,3,191,800 Lexington Ave,10065,40.76405,-73.96715,False,15/10/2020 23:38:36
ur679FKjXosJ1VnddICDiw,Don Wagyu,japanese,4,51,600 11th Ave,10036,40.76234,-73.996759,False,15/10/2020 23:38:36
hUdRX0a_2ZZEmB8KCp-WYw,Authentic Szechuan,japanese,3.5,93,384 5th Ave,11215,40.671147,-73.984866,False,15/10/2020 23:38:36
6Uh0whZI_LgLGYATzL3S4w,Tibetan Japanese Restaurant,japanese,4.5,39,7526 37th Ave,11372,40.7489512,-73.8904819,False,15/10/2020 23:38:36
LNwaPEFd9gHu69lFtgYQOw,Osaka,japanese,3.5,126,272 Court St,11231,40.6848,-73.99488,False,15/10/2020 23:38:36
dxHn9Zk17fiY-9CvydZdgg,South Street Fish & Ramen Co,japanese,4,161,219 Washington St,07030,40.7392772570087,-74.0301139572917,False,15/10/2020 23:38:36
UqR0FxuZ5VPSYL5N4bbxMw,Taste of Tokyo,japanese,3,169,60 Beaver St,10004,40.70512,-74.00967,False,15/10/2020 23:38:36
GzY2EjCmGNgvRd7IE20fTA,Wei West,japanese,3,214,235 Murray St,10282,40.7149792560543,-74.0148960394593,False,15/10/2020 23:38:36
vUZTHdPWqTCkj3g93D6CNQ,Cho-Ko,japanese,3.5,95,59 1st Ave,10003,40.72515,-73.98744,False,15/10/2020 23:38:36
RRNU27hv8rhBYx-mOinwRA,Hokkaido Ramen Santouka,japanese,4,675,595 River Rd,07020,40.81627,-73.97983,False,15/10/2020 23:38:36
VWlidaImhVzgyVQRbhXsew,Fugu Sushi,japanese,3.5,155,6804 Bay Pkwy,11204,40.612165,-73.983628,False,15/10/2020 23:38:36
QKFzm9Z6NA6ec1j7M1nd8g,Illuzion,japanese,3.5,393,337 Washington St,07030,40.7411,-74.02941,False,15/10/2020 23:38:36
6ZUNlT0iiHUEwZ-46GQmrg,ChopStix Of Bay Ridge,japanese,3,242,8405 5th Ave,11209,40.62256,-74.0253,False,15/10/2020 23:38:36
7USePx0k_ENmwrw625X9kA,Jin Ramen Sushi,japanese,4,87,66-41 Fresh Pond Rd,11385,40.70772,-73.89722,False,15/10/2020 23:38:36
XAEwG1bfAiWUewpzZnB2uw,Chikarashi Isso,japanese,4,41,38 Rector St,10006,40.708376,-74.0144832,False,15/10/2020 23:38:36
ves5zPXMxQk1-HK3E1fNhA,Norikoh Chelsea,japanese,4.5,36,43 W 24th St,10010,40.7433,-73.99137,False,15/10/2020 23:38:36
S-619sO8qSxQcis0DBHvNw,Cafe Hanamizuki,japanese,4,542,143 W 29th St,10001,40.7474471,-73.9915989,False,15/10/2020 23:38:36
Cpg3Vcru1-CozSdvcrGlnA,Sanpoutei Gyoza & Ramen,japanese,4,35,92 2nd Ave,10003,40.726912,-73.9885,False,15/10/2020 23:38:36
mZb4Td9YK8f1jwsg9xU_gg,Matsu,japanese,3.5,109,483 Columbus Ave,10024,40.7845979,-73.9732188,False,15/10/2020 23:38:36
yBIxpidB7TzMRZogAucvfg,Happy Kitchen,japanese,3.5,93,80-12 37th Ave,11372,40.7494341,-73.8859037,False,15/10/2020 23:38:36
wJwbAYEyD_sTJsn_3KL8oQ,Yaya Tea Garden,japanese,3.5,83,284 3rd Ave,10010,40.7384,-73.98369,False,15/10/2020 23:38:36
Ms1p17KsYteDlkvHnllC2g,Soba Totto,japanese,4,900,211 E 43rd St,10017,40.75122,-73.97317,False,15/10/2020 23:38:36
zzzOOwSYzuTPvsafSCzDPw,Poke Green,japanese,4,68,275 Greenwich St,10007,40.71516,-74.01107,False,15/10/2020 23:38:36
Uev0cXa6nx1rZP07kmCHow,Sushi Katsuei,japanese,3.5,87,357 6th Ave,10014,40.7322599,-74.0009199,False,15/10/2020 23:38:36
78rbeXJJLJqvzFjRESd3Dg,Milk and Hops Ramen Bar,japanese,3.5,103,1159 1st Ave,10065,40.7624203,-73.9601274,False,15/10/2020 23:38:36
MXYtu8-0eNkW6L4firJfcw,Chinatown Restaurant,japanese,3,261,1650 3rd Ave,10128,40.78286,-73.95126,False,15/10/2020 23:38:36
_byoUiZdZvS1QE_Szbvu0w,Wasabi Point,japanese,4,55,76-18 Woodside Ave,11373,40.74327,-73.88814,False,15/10/2020 23:38:36
Gp3K-AFm3Ap8WG5R0nF7DQ,Mikado,japanese,3.5,151,525 6th Ave,10011,40.73727,-73.99723,False,15/10/2020 23:38:36
LC7xJOJxDtgBEFc9sRjRGw,Cafe Greenpoint,japanese,5,15,650 Manhattan Ave Brooklyn Ny 11222,11222,40.724431,-73.950889,False,15/10/2020 23:38:36
u2E3z4yUyy4Q9m8NoLcdfA,Omiya Sushi,japanese,3.5,161,2317 Ave U,11229,40.5999,-73.9479099,False,15/10/2020 23:38:36
1TEsPWu212B918MtgiSu3g,Jintan,japanese,4,47,10th St & 1st Ave,10009,40.7288289984002,-73.9841578558473,False,15/10/2020 23:38:36
vfTCDSUqWMqDQwjk4Fh7gg,Ramen Goku,japanese,4,65,435 Park Ave S,10016,40.74425,-73.98318,False,15/10/2020 23:38:36
WOonEFdSaK224ew1c0Oa7w,Tenzan 89,japanese,3,166,1714 2nd Ave,10128,40.779579,-73.950103,False,15/10/2020 23:38:36
eEfscQIXLMVvyv79Kr4Ujg,Tabletime,japanese,4,63,20 E 42nd St,10017,40.75292,-73.98027,False,15/10/2020 23:38:36
2ZVnk4slnk8QpFwVLfYfYw,Sakagura East Village,japanese,4,39,231 E 9th St,10003,40.72956,-73.98785,False,15/10/2020 23:38:36
bnCZgNyG9FRXRy7g2-rcMw,Yoshi Japanese cuisine,japanese,4,94,5827 Ave T,11234,40.61572,-73.9180499,False,15/10/2020 23:38:36
9MIoDxACK6oSLwz4BVK0IQ,Sushi By Bou - Jersey City,japanese,4.5,78,218 Newark Ave,07302,40.722273,-74.0470235,False,15/10/2020 23:38:36
GzHqu_Ijk07yjMUX1DDg1A,Strings Ramen,japanese,4.5,31,188 2nd Ave,10003,40.730839,-73.9857772,False,15/10/2020 23:38:36
1HBtCnBGBYoq3zaQUxTbmg,Sushi Gama,japanese,3.5,96,1403 2nd Ave,10021,40.76967,-73.95796,False,15/10/2020 23:38:36
rBZeiAqUn2m6mnVX7n7e0A,Fresh Ginger,japanese,4.5,20,311 East 45th St,10017,40.75159117,-73.970003,False,15/10/2020 23:38:36
NQbh8zKPqILV6WeYSOM-yQ,Makana Hawaiian & Japanese BBQ,japanese,3,171,2245 1st Ave,10029,40.79568,-73.93599,False,15/10/2020 23:38:36
Wu9AymEM_RM2cnRPslVlIw,East 21,japanese,3.5,79,71-26 Roosevelt Ave,11372,40.7464685299281,-73.8940858840942,False,15/10/2020 23:38:36
xsJ7dlFUX6ovtYC2hqEqig,Amano Sushi,japanese,4,53,50 Eldridge St,10002,40.71607,-73.99293,False,15/10/2020 23:38:36
AiiKkuu7xcrOfLE5-R5Ygg,Vivi Bubble Tea,japanese,3.5,208,117 Washington St,07030,40.73797,-74.0305,False,15/10/2020 23:38:36
O1XrvIq-6IlLunLYEjOiFQ,Kushi Kushi Yaki,japanese,4.5,20,2 W 32nd St,10001,40.747266,-73.9861784,False,15/10/2020 23:38:36
h8vOeyK0ubtWS75B1McYxQ,A Canaan,japanese,3,174,154 W 29th St,10001,40.74736,-73.99231,False,15/10/2020 23:38:36
l6ZFhrONGp0b80bxnOFiwg,Ogawa Japanese Restaurant,japanese,3.5,82,36 E 4th St,10003,40.7271957397461,-73.9922714233398,False,15/10/2020 23:38:36
0TNfNUGnW8jzBbCENxIJhQ,Nagoya Fusion,japanese,3.5,134,1948 86th St,11214,40.6051101947,-73.9993922990127,False,15/10/2020 23:38:36
ftWoJ47SUF50RTGxH42AHw,Ozu Foods,japanese,4,122,106 Hutton St,07307,40.7448665052652,-74.0505632758141,False,15/10/2020 23:38:36
odYZoWQ_2qlIzDcdKehPjw,Ichi Sushi,japanese,3.5,93,2040 86th St,11214,40.603846,-73.997533,False,15/10/2020 23:38:36
vHtV8WkFec0mlWfDmm9R2Q,Wakamatsu,japanese,3.5,105,70-18 Grand Ave,11378,40.72746,-73.89228,False,15/10/2020 23:38:36
DggqVM54aBZG4XMmUCY2Og,Rabbit House,japanese,4.5,21,41 Essex St,10002,40.71626,-73.98955,False,15/10/2020 23:38:36
FsHqkVb0kmLq1VW7P-xz1A,Tomo Japanese Fusion,japanese,3,165,1077 Flushing Ave,11237,40.70465,-73.9292399,False,15/10/2020 23:38:36
FJIa0eSaMIcAMba1hVYV3A,Sushi Star,japanese,3.5,79,462 9th Ave,10018,40.75444,-73.99532,False,15/10/2020 23:38:36
3eBV6HwWcdHzJW3sUH-2hw,ICHIRAN - Times Square,japanese,4.5,356,152 W 49th St,10019,40.76004,-73.9833,False,15/10/2020 23:38:36
KS-DmyDoStti9ZjAWPO53A,Haru Sushi,japanese,3.5,103,859 9th Ave,10019,40.767242,-73.986618,False,15/10/2020 23:38:36
4Eziz-iTjfj_pgxTo-StrQ,Bamboo Sushi,japanese,3,122,1280 1st Ave,10065,40.7656397370609,-73.9573489797623,False,15/10/2020 23:38:36
mCorwiRo8rYJO5jGTFPzZQ,Fuji Sushi,japanese,3,205,238 W 56th St,10019,40.76566,-73.98273,False,15/10/2020 23:38:36
Nukulm8uVSjn0zMWk_u4IA,Sushi-Ann Restaurant,japanese,3.5,114,38 E 51st St,10022,40.7580919,-73.9745541,False,15/10/2020 23:38:36
oYAK5hfH0_Y0jyiaasgrjw,Sushi Meshuga,japanese,4,68,1637 E 17th St,11229,40.6098799,-73.95639,False,15/10/2020 23:38:36
b3XJAx3ru9FxB5gIxPZogg,3 Guys Sushi,japanese,4,72,530 Forest Ave,10310,40.630062,-74.107803,False,15/10/2020 23:38:36
fv6gZQw8jUYUzGx_fYdI-g,MakiMaki Sushi,japanese,4,33,360 Lexington Ave,10017,40.7504,-73.97698,False,15/10/2020 23:38:36
gz8Pq_xgajTRf_5___82Cg,Mitoushi 8,japanese,4.5,34,70-11 Grand Ave,11378,40.7277260130886,-73.8927069665119,False,15/10/2020 23:38:36
czZG3xck5tqbBZEURVMkjw,Sushi Tatsu III,japanese,3,143,644 Flatbush Ave,11225,40.657581,-73.960658,False,15/10/2020 23:38:36
GrYs4dj4mseJ4ctu4KhR9Q,Ikebana-Zen,japanese,4.5,28,401 W 53rd St,10019,40.765644,-73.9879068,False,15/10/2020 23:38:36
V0iszuSRO9V-uZ8QIzuLBA,Kasumi Sushi & BBQ,japanese,3.5,65,1870 86th St,11214,40.606042,-74.001078,False,15/10/2020 23:38:36
_5E5cZP0PzkwfdEqTebBUg,Lanzhou Ramen,japanese,3.5,58,107 E Broadway,10038,40.7136041,-73.9930138,False,15/10/2020 23:38:36
VDbMrjBq-XAKZTS_cgB9_A,Asian 59,japanese,3.5,81,207 E 59th St,10022,40.76153,-73.96595,False,15/10/2020 23:38:36
56PeolgNURAG4x6q7nanmw,Odo,japanese,4,27,17 W 20th St,10011,40.74032,-73.99223,False,15/10/2020 23:38:36
qJ66pLOdzT8Y3iuVCHkGRw,Akina Sushi,japanese,3,138,424 E 14th St,10009,40.730598,-73.981544,False,15/10/2020 23:38:36
9QK3vhI04Q8ylqk49C3JcQ,Rule of Thirds,japanese,4,28,171 Banker St,11222,40.7246328,-73.9551096,False,15/10/2020 23:38:36
h7eetr6J6CK24s7Cgcn-ew,Oishii Sushi Japanese,japanese,3.5,106,3704 Ditmars Blvd,11105,40.7737096,-73.9075253,False,15/10/2020 23:38:36
pehKHPaU7Zgqf5SQ0MZmLA,Bread & Butter,japanese,2.5,210,303 5th Ave.,10001,40.7466099,-73.98568,False,15/10/2020 23:38:36
vLaPRzOr2ChuaMCPRveaAQ,Izumi Sushi,japanese,3,133,139 W 28th St,10001,40.7469787597656,-73.9921646118164,False,15/10/2020 23:38:36
pFUZEEN4B-yp0785xHyoqA,Kumo Sushi II,japanese,3.5,76,512 Court St,11231,40.67636,-73.99908,False,15/10/2020 23:38:36
YQyzlr3GLDjl6fokymAhqA,Pad Thai,japanese,3,188,409 8th Ave,10001,40.75008,-73.99542,False,15/10/2020 23:38:36
j7VDGSiI6VXcIp-4cd_-yw,Kanoyama Ramen by Sanshiro,japanese,4.5,20,175 2nd Ave,10003,40.73067,-73.98643,False,15/10/2020 23:38:36
t-PLynPk_M_MfwMZP7ywGA,Chikurin,japanese,3,119,1105 Quentin Rd,11229,40.60804,-73.96159,False,15/10/2020 23:38:36
AVuDEai-NoQnsnPgcFmI7w,Suki Sushi,japanese,3.5,65,9208 3rd Ave,11209,40.619135,-74.033169,False,15/10/2020 23:38:36
Ywdce1GlDhjs8f8v7qZM_g,Unagi-Ya Hachibei,japanese,3.5,57,238 E 53rd St,10022,40.757,-73.96805,False,15/10/2020 23:38:36
Ju1Tu3Dl1qVmqEuD4Nyo7g,Koto Sushi,japanese,3.5,62,552 Henry St,11231,40.682315,-74.000587,False,15/10/2020 23:38:36
-SMrRnKHeDqJdqlOc1pWVQ,Menya Sandaime,japanese,3.5,124,570 Washington Blvd,07310,40.7286772826315,-74.0341662615538,False,15/10/2020 23:38:36
IuMvrvXTTZm4NQYO1O1dbg,Kuma NYC,japanese,3.5,52,1520 Myrtle Ave,11237,40.699183,-73.91304,False,15/10/2020 23:38:36
1CfowrfIQtEW520wsrO4Zw,Ramen Bar,japanese,3,91,140 Plymouth St,11201,40.70375,-73.98809,False,15/10/2020 23:38:36
y85ueNqrpnYDqiLCjABQWQ,RAI JIN Ramen House,japanese,4,37,144 W 37th St,10018,40.752467,-73.988713,False,15/10/2020 23:38:36
-u9yPjmvZilrXYM8JlKG6w,Kappo Masa,japanese,3.5,61,976 Madison Ave,10075,40.7746468,-73.9635315,False,15/10/2020 23:38:36
SXi6lU3TF15BhXkTJ5cTFQ,Sakura 4,japanese,3,144,64-19 Myrtle Ave,11385,40.70123,-73.89176,False,15/10/2020 23:38:36
eHRHRMgh1WyDt79vlJIW0A,Naniwa Sushi,japanese,3.5,106,276 Kings Hwy,11223,40.605028,-73.98042,False,15/10/2020 23:38:36
LjzcvSy6vNQYDhSO5eO3-Q,Sumo Teriyaki & Sushi Japanese Restaurant,japanese,3,90,139 Havemeyer St,11211,40.711968,-73.957126,False,15/10/2020 23:38:36
JCWMlkBqLxbAAK9-FQXTmg,Kushi Izakaya,japanese,3.5,78,1934 86st,11214,40.6053,-73.99972,False,15/10/2020 23:38:36
jHn3mUjbe9caYZNe1z9YUw,Kumo Sushi,japanese,3,147,1406 Cortelyou Rd,11226,40.6406909,-73.964964,False,15/10/2020 23:38:36
frqlGMVgi2oyJCK7SNq1iQ,Fujiyama Japanese Restaurant,japanese,3.5,73,7307 13th Ave,11228,40.62118,-74.00632,False,15/10/2020 23:38:36
tO6ktIDgzUQ4XOGR6-Vkvw,Ronin Stones,japanese,5,12,69 Clinton St,10002,40.7194449632749,-73.9850056652613,False,15/10/2020 23:38:36
KfFXfxN6qzk_dTcQjsK-OQ,Fukuyama Sushi & Ramen,japanese,3.5,45,622 Metropolitan Ave,11211,40.713916,-73.948283,False,15/10/2020 23:38:36
mD8xyvhObwgTh-i_hNd60g,Masago Bistro,japanese,3,126,766 Nostrand Ave,11216,40.6723857,-73.950524,False,15/10/2020 23:38:36
CvSOAN2WWzLRGND4vN1xtA,A1 Asian Fusion,japanese,3.5,123,2071 7th Ave,10027,40.80785,-73.94867,False,15/10/2020 23:38:36
zjGALLjlJblpZWarcDPpsg,Ayame Hibachi & Sushi,japanese,3.5,252,526 Washington St,07030,40.74311,-74.0295,False,15/10/2020 23:38:36
dC2VDnFveu7JPNY_X9NvxQ,Poke Bowl,japanese,4.5,14,26 East 17th St,10003,40.7372124400428,-73.9907047340039,False,15/10/2020 23:38:36
Sxpy4HvdiqTQt5BcplUAHg,Hibachi Master,japanese,3.5,61,8512 5th Ave,11209,40.6218792788992,-74.0259179657283,False,15/10/2020 23:38:36
UI6YjZ34NnLdymKx2qf53g,Sushi Ishikawa,japanese,5,11,207 W 80th St,10024,40.784237,-73.978311,False,15/10/2020 23:38:36
bwzSQq0sUEc3Dpzl6K3mvw,Go! Go! Curry!,japanese,3.5,66,567 W 125th St,10027,40.8156108,-73.957681,False,15/10/2020 23:38:36
NEQUX6MJSG8yeFqDCApbAQ,Tendo Sushi,japanese,3.5,96,66-26 Fresh Pond Rd,11385,40.7081,-73.8981699,False,15/10/2020 23:38:36
1SStXO-aNoIPuLUTYbymhA,Miki Sushi,japanese,4,28,6814 4th Ave,11220,40.63502,-74.02357,False,15/10/2020 23:38:36
qNmHq3ST2bBinAN-TatwSg,Mirakuya Japanese Cuisine,japanese,3.5,48,727 Flushing Ave,11206,40.7004883125668,-73.9435394480824,False,15/10/2020 23:38:36
15R8rx9SHKNVYBwgAuTyGA,Sushi Ginza Onodera,japanese,4.5,187,461 5th Ave,10017,40.7523399,-73.98151,False,15/10/2020 23:38:36
tEKxAitFfYl4uYexZtiNNw,Mitoushi Sushi Asian Fusion,japanese,3.5,68,2478 Coney Island Ave,11223,40.5965,-73.96146,False,15/10/2020 23:38:36
c94UwCKd_S1J_ikT0a6mTA,Kuro-Obi at UrbanSpace Vanderbilt,japanese,3,84,230 Park Ave,10169,40.7543721,-73.9761826,False,15/10/2020 23:38:36
8hxvfFZH4kPp35kH5DhnIw,Kumo Sushi,japanese,3,156,165 W 72nd St,10023,40.7785911560059,-73.9808349609375,False,15/10/2020 23:38:36
IsCVV0EmG6NXsV2RIYbZCw,Azuki Japanese Restaurant,japanese,2.5,167,520 8th Ave,10018,40.75365,-73.99217,False,15/10/2020 23:38:36
I66F8wR77s4v4pX4OUHXEw,Jungo Sushi,japanese,3.5,54,48-11 43rd Ave,11104,40.74481,-73.91585,False,15/10/2020 23:38:36
CiHxENx6zUgYe16sZ6hDCQ,DIY Poke Sushi,japanese,4,34,2706 Avenue U,11229,40.60004,-73.94439,False,15/10/2020 23:38:36
uv7iMV8JCW0BT6-S8uiJlw,Kumo Japanese Restaurant,japanese,3.5,89,37-18 Ditmars Blvd,11105,40.773576,-73.9073249,False,15/10/2020 23:38:36
lm9LY7UYOhVqS3V9_XRePA,BentOn Cafe,japanese,2.5,154,123 William St,10038,40.7092439,-74.0068957,False,15/10/2020 23:38:36
uCJD5XBqGl7DWRdR5J8y0A,Kuro-Obi - Canal Street Market,japanese,3.5,45,265 Canal St,10013,40.71897,-74.00102,False,15/10/2020 23:38:36
37mIbgT7_GTDt9ZBYjs6nw,Teriyaki Burrito House,japanese,3.5,40,96 Dekalb Ave,11201,40.68965,-73.97899,False,15/10/2020 23:38:36
7HJrtpB0mo8tndvxOkN31w,Kitaro,japanese,3,128,510 Amsterdam Ave,10024,40.78685,-73.97585,False,15/10/2020 23:38:36
7NTPRkc7JN3HWT8AvWkINw,Sushi Tokyo,japanese,3,126,627 Kings Hwy,11223,40.6060865018953,-73.9657768732403,False,15/10/2020 23:38:36
DW6QH9hNP5kgkg-5UDS9wQ,Shinn East,japanese,4.5,15,119 E 7th St,10009,40.7265202,-73.98429,False,15/10/2020 23:38:36
