id,Name,Cuisine,Rating,NumberOfReviews,Address,ZipCode,Latitude,Longitude,IsClosed,InsertTime
jpw7iGUzsj_AECKt351X8w,Wolfnights,indian,4,536,99 Rivington St,10002,40.7198896,-73.9885666,False,15/10/2020 23:37:46
RtN5ETLqYiMqhr71fu6cpg,Rockwood Music Hall,indian,4.5,419,196 Allen St,10002,40.722332,-73.988571,False,15/10/2020 23:37:46
btLgjl8CEgW2wvB0ZI-Aqg,Mari Vanna,indian,4,657,41 E 20th St,10003,40.73878,-73.98858,False,15/10/2020 23:37:46
xbrQ2dHuQoFJmNxAuOky4A,Vic's,indian,4,476,31 Great Jones St,10012,40.72693,-73.99319,False,15/10/2020 23:37:46
X8Hl9OezX-Yr9Jir3fsF7g,Posto,indian,4,608,310 2nd Ave,10003,40.73483,-73.98282,False,15/10/2020 23:37:46
YHGGyH4hn_5UyV1rWgA5hg,Tommy Bahama Restaurant | Bar | Store - New York,indian,4,596,551 5th Ave,10176,40.7553882217953,-73.9792002147005,False,15/10/2020 23:37:46
Cz6It2NB_QBXCjnlsWGZSA,Boulton & Watt,indian,4,675,5 Ave A,10009,40.7224963,-73.986439,False,15/10/2020 23:37:46
6ujYWjs1FTksvuVxuzjUYA,Almond,indian,4,1031,12 E 22nd St,10010,40.7400817871094,-73.9887542724609,False,15/10/2020 23:37:46
H7QoApSloy7Zu0LFpQVv-A,Keki Modern Cakes,indian,4.5,314,315 5th Ave,10016,40.7468603,-73.984986,False,15/10/2020 23:37:46
l_RAv09V67j-Hm9dyZxWhw,Tomi Jazz,indian,4,458,239 E 53rd St,10022,40.75725,-73.96774,False,15/10/2020 23:37:46
Kg1OqaEPNFFL5FuqnALdWQ,David's Brisket House and Deli,indian,4.5,449,533 Nostrand Ave,11216,40.679434,-73.949515,False,15/10/2020 23:37:46
REDWyPG0UJc5u8iU8mP6Hw,Rocco Steakhouse,indian,4.5,359,72 Madison Ave,10016,40.7438607,-73.9861214,False,15/10/2020 23:37:46
EvAJBgBdgOt1jx1EufRN7w,Jin Ramen,indian,4,914,462 Amsterdam Ave,10024,40.78534,-73.97695,False,15/10/2020 23:37:46
jvPYm9rYK-5ddnjU30Oz4Q,Avant Garden,indian,4.5,333,130 E 7th St,10009,40.7261499,-73.98402,False,15/10/2020 23:37:46
scjoZtbTQHi35xhAlUm2iQ,L'ADRESSE,indian,4,631,1065 Ave Of The Americas,10018,40.75403,-73.98539,False,15/10/2020 23:37:46
_FhKGcCbiYgtkXcCiwTAiA,Aburiya Kinnosuke,indian,4,753,213 E 45th St,10017,40.752583,-73.972274,False,15/10/2020 23:37:46
sVkwEFET38Myz3dM1uZpiw,Reunion,indian,4,441,544 Union Ave,11211,40.7171,-73.95164,False,15/10/2020 23:37:46
v4_89HfTm05NFTuukjsl_g,The Burrito Box,indian,4,877,885 9th Ave,10019,40.76831,-73.98565,False,15/10/2020 23:37:46
DHFEpeJXemrdxIuGGcyurg,De Mole,indian,4,622,4502 48th Ave,11377,40.7391932,-73.9202624,False,15/10/2020 23:37:46
ahWC_GUPWPMyYiSKsgBPiA,Luke's Lobster Upper West Side,indian,4,694,426 Amsterdam Ave,10024,40.78424,-73.977868,False,15/10/2020 23:37:46
kuKSvCZDFrgOrY-dcrOefg,Round K,indian,4.5,366,35 Allen St,10002,40.716033,-73.99244,False,15/10/2020 23:37:46
JzD9nfJWHwnG-2Wk87muHg,Qi,indian,3.5,1219,698 9th Ave,10036,40.762,-73.98961,False,15/10/2020 23:37:46
a4WZUTKn90dOkeY38JHNjQ,Aurora,indian,4,632,70 Grand St,11249,40.715621,-73.964757,False,15/10/2020 23:37:46
iIixO6VbKitogJGBRIalYA,Keybar,indian,4,597,432 E 13th St,10009,40.7299112,-73.981883,False,15/10/2020 23:37:46
-qMrl4pSdhyvaUEw_sgbng,The Battery,indian,4.5,339,State St & Battery Pl,10004,40.704492,-74.014303,False,15/10/2020 23:37:46
No5Z9wDq4E2TcYbgtr1AiA,Bowery Ballroom,indian,4.5,380,6 Delancey St,10002,40.720818,-73.9934265,False,15/10/2020 23:37:46
HUlbrPvAr6sXuBfp5z1MWA,Urban Backyard,indian,5,154,180 Mulberry St,10012,40.72077,-73.99646,False,15/10/2020 23:37:46
9bAyxRD6RsGEUQw424ovQA,Nishida Sho-ten,indian,4,770,302 E 49th St,10017,40.753969,-73.968722,False,15/10/2020 23:37:46
fFkqEyupjc5x2iJQIPcpLw,Ruffian,indian,4.5,210,125 E 7th St,10009,40.7264,-73.98411,False,15/10/2020 23:37:46
1Mqydw0kcU_dgRgsWpo_7g,OatMeals,indian,4.5,405,120 W 3rd St,10012,40.730389,-74.000533,False,15/10/2020 23:37:46
s_YuHngBngWwzpcKNIM71A,Pi Bakerie,indian,4.5,271,512 Broome St,10013,40.72361,-74.00329,False,15/10/2020 23:37:46
RI-tVET-wKFeRNKm4cg0wQ,Sylvia's Restaurant,indian,3.5,1845,328 Malcolm X Blvd,10027,40.808609,-73.944404,False,15/10/2020 23:37:46
NsHtwZBpio1jKfA7CwHZOA,Starbucks Reserve Roastery New York,indian,4,541,61 9th Ave,10011,40.741621,-74.005138,False,15/10/2020 23:37:46
wQFq2ZbUG40H1KfXTjgkBw,Brooklyn Bowl,indian,3.5,1225,61 Wythe Ave,11249,40.7218937792125,-73.9575488529698,False,15/10/2020 23:37:46
rCpO-kMHljieU0geK0RJQw,Noreetuh,indian,4,434,128 1st Ave,10009,40.727275,-73.985221,False,15/10/2020 23:37:46
kXnwXZ5KOQmprxNrmXYuxg,Puerto Viejo,indian,4,469,564 Grand Ave,11238,40.67885,-73.96214,False,15/10/2020 23:37:46
qXuUBEaib4caLC6WCPhBjA,Patisserie Tomoko,indian,4.5,315,568 Union Ave,11211,40.7176114,-73.9519192,False,15/10/2020 23:37:46
NGcz0alNBJVnirAL-r8K9g,Hot N Juicy Crawfish,indian,4.5,504,243 W 14th St,10011,40.7395099255823,-74.0016006497376,False,15/10/2020 23:37:46
L1eRvGuRW8gL_auRr8_Xog,Lady M Cake Boutique,indian,3.5,1218,36 W 40th St,10018,40.752722,-73.9836459,False,15/10/2020 23:37:46
ntkrxOSYT5VtTL4Z5jmmeA,Ground Central,indian,4,636,155 E 52nd St,10022,40.757575,-73.970321,False,15/10/2020 23:37:46
KaBw8UEm8uZTV6YLsshYrQ,Pocha 32,indian,3.5,1492,15 W 32nd St,10001,40.747524574399,-73.9862626791,False,15/10/2020 23:37:46
XK8DnTYgZGoZKuihH4_cpg,Taboon,indian,4,659,773 10th Ave,10019,40.7661052157931,-73.9909893717713,False,15/10/2020 23:37:46
WFOaud0jlpXQ9aEecipUqg,Las Ramblas,indian,4,719,170 W 4th St,10014,40.731958,-74.0015486,False,15/10/2020 23:37:46
RThvexVhZQ8KA6JAr0UkCQ,Casa Adela,indian,4,466,66 Ave C,10009,40.72264,-73.97973,False,15/10/2020 23:37:46
UBCNhz-TSvBP3zo5PjFWrQ,Aureole at Home,indian,4,897,135 W 42nd St,10036,40.7555870079476,-73.9852531626821,False,15/10/2020 23:37:46
xiEBdZ8z5KY21Vw2pY2fJQ,Two 8 Two Bar & Burger,indian,4,657,282 Atlantic Ave,11201,40.688536,-73.989728,False,15/10/2020 23:37:46
2RbBg1CIxBZAc2MQPdxkcA,Lillie's Victorian Establishment,indian,3.5,1057,13 E 17th St,10003,40.737661,-73.991113,False,15/10/2020 23:37:46
iQB37FNqD_G5_QMrp9ovnw,Jadis,indian,4,492,42 Rivington St,10002,40.7210234741789,-73.9910054106201,False,15/10/2020 23:37:46
cLxp5gIPWIhmvpmdPo7BsA,969 NYC Coffee,indian,4.5,269,37-61 80th St,11372,40.74779,-73.88553,False,15/10/2020 23:37:46
yFub1BhKEP-W-_ZM3_nJoQ,Bodhi Kosher Vegetarian Restaurant,indian,4.5,383,77 Mulberry St,10013,40.71641,-73.99931,False,15/10/2020 23:37:46
jzQNE09rRKz8Ou-bEdEY1Q,The Grey Dog - Nolita,indian,4,595,244 Mulberry St,10012,40.7229699,-73.99576,False,15/10/2020 23:37:46
d_rQ-nVpY6Z5C722Q5wpog,Defontes,indian,4.5,345,379 Columbia St,11231,40.6789444357833,-74.0053691263199,False,15/10/2020 23:37:46
6FZf17rNThWKoF4EU18wnw,Yakiniku Futago,indian,4.5,343,37 W 17th St,10011,40.738851870947,-73.9941236398979,False,15/10/2020 23:37:46
RW-v9cm9rQZS9cSihuXfvw,Brandy Library,indian,4,601,25 N Moore St,10013,40.720073,-74.007227,False,15/10/2020 23:37:46
83BXSwE0166sObnXLUE4bQ,Land,indian,4,1056,450 Amsterdam Ave,10024,40.78497,-73.9772182,False,15/10/2020 23:37:46
OOoua3Q6PfqtImv3DjdcWw,Parlay,indian,4.5,406,4024 8th Ave,11232,40.6464,-73.99862,False,15/10/2020 23:37:46
85x3dZCMBj4rJ2LAdW-wFg,Magnolia Bakery West Village,indian,3,2397,401 Bleecker St,10014,40.73589,-74.00498,False,15/10/2020 23:37:46
SZXOfQbLyF3C5GwYBj6VvA,Saltwater Coffee,indian,4.5,216,345 E 12th St,10003,40.7304578,-73.9839175,False,15/10/2020 23:37:46
7YJxZAvMxB-oVZfHAuvBmw,Lakruwana,indian,4.5,325,668 Bay St,10304,40.62571,-74.075373,False,15/10/2020 23:37:46
UuY1QCxWybMF0IMxAYG06w,Emmy Squared - Brooklyn,indian,4,623,364 Grand St,11211,40.712168,-73.955707,False,15/10/2020 23:37:46
nsAU6F2vmdnphmfIa_RuWg,Mable's Smokehouse & Banquet Hall,indian,4,857,44 Berry St,11249,40.7211890204726,-73.9570004492998,False,15/10/2020 23:37:46
jZZMmT7Mk3S-fNjXcq3Ksg,Devocion,indian,4,440,69 Grand St,11249,40.716083,-73.964752,False,15/10/2020 23:37:46
W5RSIwNKBa7k0jeAs5KDYg,Mei Jin Ramen,indian,4,715,1574 2nd Ave,10028,40.775049,-73.953553,False,15/10/2020 23:37:46
XKWvRI7WI4LotDLUboUUGA,Barney Greengrass,indian,4,755,541 Amsterdam Ave,10024,40.7879308300971,-73.9745054748688,False,15/10/2020 23:37:46
z5EpI39omxW6aK_X2uHi8A,Lobster Joint,indian,4,659,1073 Manhattan Ave,11222,40.7354,-73.95528,False,15/10/2020 23:37:46
4GBqDgTYsV7owGzNMyAFKA,Sullivan Street Bakery,indian,4,505,533 W 47th St,10036,40.76366,-73.994716,False,15/10/2020 23:37:46
AawLwOYZwMf_9wkShExfuw,Sanfords Astoria,indian,4,876,30-13 Broadway,11106,40.7623,-73.92555,False,15/10/2020 23:37:46
ulKoAGcGOdsXgr0o_l6avA,Ruth's Chris Steak House,indian,4,971,148 W 51st St,10019,40.7613252601449,-73.9822581410407,False,15/10/2020 23:37:46
2lvzbwis0mfYjfhD0UBbHQ,Popbar,indian,4,733,5 Carmine St,10014,40.73059,-74.00202,False,15/10/2020 23:37:46
LRgB2kEKtBxqIxNksTO_PQ,Patrizia's - Williamsburg,indian,4,654,35 Broadway,11249,40.7109154314181,-73.9673637711639,False,15/10/2020 23:37:46
SyEi1P5FKCBiAIZ14RggmA,My Cuban Spot,indian,4.5,217,488 Carroll St,11215,40.6769086333056,-73.9861538242469,False,15/10/2020 23:37:46
oJZq1JmKalXXjqWRKfIjwA,Sushi Azabu,indian,4,433,428 Greenwich St,10013,40.7222930324682,-74.0098838048935,False,15/10/2020 23:37:46
zwOAiVT4pAmpNGXzj-t5MA,Lilia,indian,4,822,567 Union Ave,11211,40.71757,-73.95236,False,15/10/2020 23:37:46
cO9E0n9ulzJ6eZ4TKrFx1A,Mille-Feuille Bakery,indian,4,475,552 Laguardia Pl,10012,40.72933,-73.99808,False,15/10/2020 23:37:46
L3reOLLPez7lnOhyfCpvkg,Shinka Ramen & Sake Bar,indian,4.5,332,93 Bowery St,10002,40.7170795322745,-73.9952574670315,False,15/10/2020 23:37:46
FZYmp5c1VtWNfe635G_wsQ,Taste of Heaven,indian,5,157,251 Jackson St,11211,40.717115,-73.940613,False,15/10/2020 23:37:46
-vF3hX7v1R4oAjfNgifZvA,Feast,indian,4,474,102 3rd Ave,10003,40.7325189,-73.9881274,False,15/10/2020 23:37:46
rd0VGG_d_qNp_aBW_HJM4w,Third Rail Coffee,indian,4,471,240 Sullivan St,10012,40.72994,-73.99959,False,15/10/2020 23:37:46
vec8jeVbbSGzVlStl0Xp_Q,Chikarashi,indian,4,491,227 Canal St,10013,40.71787,-73.99948,False,15/10/2020 23:37:46
BA6wd1pZTVu1DmrtiyTs8g,Raoul's Restaurant,indian,4,503,180 Prince St,10012,40.72615,-74.00216,False,15/10/2020 23:37:46
LA7riLKSg-aBLgTY4fT8GQ,Sarabeths - Central Park,indian,3.5,1818,40 Central Park S,10019,40.765158,-73.975724,False,15/10/2020 23:37:46
id,Name,Cuisine,Rating,NumberOfReviews,Address,ZipCode,Latitude,Longitude,IsClosed,InsertTime
jnEv25Y2DosTq2sNnvmC9g,Los Tacos No.1,mexican,4.5,3018,75 9th Ave,10011,40.7425547,-74.0060838,False,15/10/2020 23:38:07
SULHf6nGQ8sK0UpG1XU30w,Los Tacos No.1,mexican,4.5,1810,229 W 43rd St,10036,40.7575067,-73.9877717,False,15/10/2020 23:38:07
NOh24SMS6k4pzNv8Ds7KDg,Cafe Habana,mexican,4,3157,17 Prince St,10012,40.722998,-73.994171,False,15/10/2020 23:38:07
MfbVI5reXLIIs8Cc2HwgQw,Breakroom,mexican,4.5,1603,83 Baxter St,10013,40.7166907225542,-73.9999440120647,False,15/10/2020 23:38:07
XipQLDbyTl5tsLlyzAWzug,Jajaja Plantas Mexicana,mexican,4.5,948,162 E Broadway,10002,40.7141530317142,-73.9904247969389,False,15/10/2020 23:38:07
6Ct7OeTRn4caY9g0swFBsw,La Contenta,mexican,4.5,756,102 Norfolk St,10002,40.71873,-73.98691,False,15/10/2020 23:38:07
L3REPLCvQpMapYPd_fkS-A,Los Mariscos,mexican,4.5,602,409 W 15th St,10011,40.74207,-74.00565,False,15/10/2020 23:38:07
Wx6lMnEh7dCmX-9PQF1Ifw,Toloache 50,mexican,4,1979,251 West 50th St,10012,40.762227,-73.9856178382696,False,15/10/2020 23:38:07
Xjswj531-FkRZPpcccU6kQ,Vida Verde,mexican,4.5,1167,248 W 55th St,10019,40.7650089,-73.983215,False,15/10/2020 23:38:07
SP4bvMvxel_UPdof_er3HA,Taco Mahal,mexican,4.5,581,73 7th Ave S,10014,40.732337,-74.003303,False,15/10/2020 23:38:07
Ck09FempamAKGSPsV_bX-A,Xixa,mexican,4.5,579,241 S 4th St,11211,40.7104,-73.95854,False,15/10/2020 23:38:07
CfOBb6NU2awo8xclJpKU3g,Chela Modern Mexican,mexican,4.5,472,408 5th Ave,11215,40.67032,-73.98569,False,15/10/2020 23:38:07
trOfIBnEr_CxZuLRyGj9FQ,Miti Miti,mexican,4,1064,138 5th Ave,11217,40.6786672454389,-73.9791200818081,False,15/10/2020 23:38:07
boRM4i0UQswxQIp6CA9y_A,La Esquina - SoHo,mexican,3.5,2032,114 Kenmare St,10012,40.721372,-73.997529,False,15/10/2020 23:38:07
mhrLDFTxUzW2koRAzjlt5g,Chavela's,mexican,4,1082,736 Franklin Ave,11238,40.673484,-73.957267,False,15/10/2020 23:38:07
xemN4tP9RlK5c-yUT-M71Q,Mamasita Bar & Grill,mexican,4,1097,818 10th Ave,10019,40.76733,-73.98945,False,15/10/2020 23:38:07
95a04LtXLX6gePhPEwff9A,Amaranto Mexican Restaurant,mexican,4.5,352,887 Hart St,11237,40.703111,-73.921892,False,15/10/2020 23:38:07
d7YbQzGlmawMGAzUHzZvuw,Tacombi - Nolita,mexican,3.5,1118,267 Elizabeth St,10012,40.7240304,-73.9939028,False,15/10/2020 23:38:07
9_CEU7Wmvmwlyvqr-PJD6w,Ofrenda,mexican,4,967,113 7th Ave S,10014,40.73391,-74.00242,False,15/10/2020 23:38:07
BxnrBKdLwdaEXyq97uxgKg,Cascalote Latin Bistro,mexican,4.5,356,2126 2nd Ave,10029,40.79271,-73.94069,False,15/10/2020 23:38:07
SCQvI5pAJmD-OMm37kkS6Q,DORADO Tacos & Quesadillas,mexican,4,645,28 E 12th St,10003,40.73396,-73.99312,False,15/10/2020 23:38:07
BbMUXd69i0tlWS2aoppwaQ,El Camion,mexican,4,696,194 Ave A,10009,40.7291,-73.98105,False,15/10/2020 23:38:07
iK2jJQA72XRjf4nUD3cAnA,Tortilleria Mexicana Los Hermanos,mexican,4,717,271 Starr St,11237,40.7066299,-73.92198,False,15/10/2020 23:38:07
QwL5LS436Xjo9MHFi2rc-g,Agave,mexican,3.5,1280,140 7th Ave S,10014,40.734767,-74.002415,False,15/10/2020 23:38:07
veeKjzzHsO9e4wKLxpuhtQ,El Rey Del Taco Truck,mexican,4.5,477,33-01 30th Ave,11103,40.76622,-73.91933,False,15/10/2020 23:38:07
AUyKmFjpaVLwc3awfUnqgQ,Chela & Garnacha,mexican,4.5,387,33-09 36th Ave,11106,40.7557171543477,-73.927811292412,False,15/10/2020 23:38:07
Nnuz_Ic0IdWOUbl64r4Hkg,Fonda Park Slope,mexican,4,810,434 7th Ave,11215,40.663631439209,-73.9846343994141,False,15/10/2020 23:38:07
_M5FVY4hkcuU-ASdVZPfRQ,Tacos El Bronco,mexican,4,592,4324 4th Ave,11220,40.65006,-74.00915,False,15/10/2020 23:38:07
e7krRmyE5upHv2gsEOdR8w,Mayamezcal,mexican,4,606,304 E 6th St,10003,40.72711,-73.98817,False,15/10/2020 23:38:07
PqqnNrUtU7XTKQvUM4cyqQ,Bar Verde,mexican,4.5,255,65 2nd Ave,10003,40.7260849061034,-73.9897361397743,False,15/10/2020 23:38:07
DQuwci5xgJxXx7dxxp9FBA,Taqueria St. Marks Place,mexican,4,432,79 St Marks Pl,10003,40.7278587780221,-73.9856138085992,False,15/10/2020 23:38:07
ifGXrRqs-zp6ek7LsoozrQ,Taqueria Diana,mexican,4,729,129 2nd Ave,10003,40.7284337609976,-73.9879844318771,False,15/10/2020 23:38:07
k3iUNUGsl-xpQ_EsOfTadA,Ollin Restaurant,mexican,4.5,396,339 E 108th St,10029,40.7912288,-73.9395386,False,15/10/2020 23:38:07
DFRpXRHjOHBxYHiuvwaEQQ,Rosa Mexicano,mexican,3.5,1215,61 Columbus Ave,10023,40.771119,-73.9829577,False,15/10/2020 23:38:07
_8Oq6MmhqLgzQDVYXWLxuA,Réunion,mexican,4,692,357 W 44th St,10036,40.75964943513,-73.991308284398,False,15/10/2020 23:38:07
sTu5z5HUcIYykg97HHj8xA,El Centro,mexican,4,846,824 9th Ave,10019,40.76602,-73.98688,False,15/10/2020 23:38:07
XhCzENVgRBYcKwWLMX7FRg,Kimchi Grill,mexican,4,582,766 Washington Ave,11238,40.6750885,-73.9634982,False,15/10/2020 23:38:07
u9xVzV1OZC5pwtUgaHLM-A,El Kallejon,mexican,4.5,302,209 E 117th St,10035,40.798538,-73.938805,False,15/10/2020 23:38:07
J9pgjC191T-odCmTAG-grQ,El Diablito Taqueria,mexican,4,373,60 E 3rd St,10003,40.72504,-73.98917,False,15/10/2020 23:38:07
PAJdNrD4HFBN16OAFeDx4A,Ponche Taqueria & Cantina,mexican,4,500,420 W 49th St,10019,40.76319,-73.99045,False,15/10/2020 23:38:07
-kVueEw_fyO1Q2Gkmj6Few,Taqueria Santa Fe,mexican,4.5,371,4708 47th Ave,11377,40.740766,-73.917876,False,15/10/2020 23:38:07
QH3VbBAf7MlePoaipxT4pA,Taqueria Kermes,mexican,4,401,66-36 Fresh Pond Rd,11385,40.70785,-73.89798,False,15/10/2020 23:38:07
ihzI-4yGesoQuAoIocao8g,Tacuba Hell's Kitchen,mexican,4,681,802 9th Ave,10019,40.76545,-73.98729,False,15/10/2020 23:38:07
8uuMkezIN1c8zGEWkaMRqg,Los Tacos No. 1,mexican,4.5,171,136 Church St,10007,40.714282,-74.008675,False,15/10/2020 23:38:07
5Ota_iMwlPLPrap-KfQrgw,Benny's Burritos,mexican,3.5,773,113 Greenwich Ave,10014,40.7380740387279,-74.002123778491,False,15/10/2020 23:38:07
ue-iu3tMiHAv7JR0YuhOww,Hell's Kitchen,mexican,4,414,754 9th Ave,10019,40.7638823425707,-73.9884334000586,False,15/10/2020 23:38:07
TgoYhgbPCYhLBNtpue3QHg,Maya,mexican,3.5,947,1191 1st Ave,10065,40.7632055528185,-73.9596225112209,False,15/10/2020 23:38:07
1m6viubAWUgsTgguIrJT6A,Cosme,mexican,3.5,1057,35 E 21st St,10010,40.739691,-73.988428,False,15/10/2020 23:38:07
Wm6vj0ekRAzZnaeaBEkOag,Taqueria Downtown,mexican,4,1782,236 Grove St,07302,40.7162,-74.04451,False,15/10/2020 23:38:07
Drb6I9masZDvxQUVcqE2ww,Ho' Brah a taco joint,mexican,4,795,8618 3rd Ave,11209,40.623006,-74.031548,False,15/10/2020 23:38:07
7bD22UAtH56ikWYslOSIQg,Calexico - Upper East Side,mexican,4,717,1491 2nd Ave,10075,40.77259,-73.95588,False,15/10/2020 23:38:07
1nR3kKOs938gcgnw6p5wjg,Sinigual,mexican,3.5,861,640 Third Ave,10017,40.7503161990978,-73.9750733399726,False,15/10/2020 23:38:07
DTKKEogIt2wQm4UULYVGug,Mad Dog & Beans Mexican Cantina,mexican,3.5,959,83 Pearl St,10004,40.704168,-74.010261,False,15/10/2020 23:38:07
vpWPgusmUD0cYNKf0uEQIw,Cemitas El Tigre,mexican,4.5,225,45-14 48th Ave,11377,40.7391913,-73.9198491,False,15/10/2020 23:38:07
6403iqg-_a-sdg-DrKEfhw,Birria-Landia,mexican,4.5,205,Roosevelt Ave & 78th St,11372,40.747258,-73.887784,False,15/10/2020 23:38:07
PHMkwS5nmo4IUXbcg0OcAg,Jajaja Plantas Mexicana,mexican,4.5,221,63 Carmine St,10014,40.72979,-74.00455,False,15/10/2020 23:38:07
Av0BsdlotLFoEar5u1rDzg,Gueros,mexican,4,599,605 Prospect Pl,11238,40.67521,-73.95657,False,15/10/2020 23:38:07
ub2VfE7SRLJABAClzGZp3A,Tacombi - Flatiron,mexican,4,661,30 W 24th St,10010,40.742807,-73.991138,False,15/10/2020 23:38:07
vyKBwzRdNX4yiJDIFv37iw,Oxomoco,mexican,4,303,128 Greenpoint Ave,11222,40.7299099,-73.95548,False,15/10/2020 23:38:07
hdBhZcdZGHkTESrldAObJg,La Morada,mexican,4.5,168,308 Willis Ave,10454,40.810552,-73.92142,False,15/10/2020 23:38:07
0W0m68TNPbodGCA3PhIB4w,The Black Ant,mexican,4,540,60 2nd Ave,10003,40.72578,-73.98952,False,15/10/2020 23:38:07
M1YYZ9cTVuMXLji_XF6rzg,Dos Caminos,mexican,3.5,1205,373 Park Ave S,10016,40.7422737,-73.9846134,False,15/10/2020 23:38:07
IfIyjm4SfORGYPbaAWST3g,Mexicue,mexican,4,490,225 5th Ave,10010,40.74359,-73.98758,False,15/10/2020 23:38:07
UmY9dyGOclJ0tGbn1IozlA,Zaragoza Mexican Deli & Grocery,mexican,4,307,215 Ave A,10009,40.730102,-73.980949,False,15/10/2020 23:38:07
rHp_v8fU82U93hYPj3L_3A,Nacho Macho Taco,mexican,4,293,417 Prospect Pl,11238,40.6764068073189,-73.9627275318417,False,15/10/2020 23:38:07
EHUNrnIgnhwTnpOm3gEESg,Tacuba,mexican,4,665,35-01 36th St,11106,40.75585,-73.92447,False,15/10/2020 23:38:07
54hPnm8Z4rJST1CZWaOznw,Pampano,mexican,4,557,209 E 49th St,10017,40.75503,-73.97054,False,15/10/2020 23:38:07
pG-IkylRFOb-HlaD8NwvvQ,La Loteria,mexican,4,327,29 7th Ave S,10014,40.7307865530978,-74.0041882564488,False,15/10/2020 23:38:07
oSFL1AVZYouS4YrDjoLyLA,Baby Bo's Cantina,mexican,4,628,627 2nd Ave,10016,40.74514,-73.97598,False,15/10/2020 23:38:07
5LO5C4doYF_UP2OB29zYMg,Empellón Taqueria,mexican,3.5,701,230 W 4th St,10014,40.7341219,-74.0030294,False,15/10/2020 23:38:07
MT8a8H25oeQ6eATdffxWmA,Reyes Deli & Grocery,mexican,4.5,213,532 4th Ave,11215,40.66731,-73.99162,False,15/10/2020 23:38:07
frWu5KfSULdCHd0GmA-ytw,La Palapa,mexican,3.5,696,77 St Mark's Pl,10003,40.727969,-73.985604,False,15/10/2020 23:38:07
o-KRgyTJoM4EM-K-rwe86w,Bodega Negra,mexican,3.5,681,355 W 16th St,10011,40.7420955722073,-74.0035781860352,False,15/10/2020 23:38:07
Yilk_Ucz4L6w9EmvAS2gHg,Taqueria Coatzingo,mexican,4,438,7605 Roosevelt Ave,11372,40.7471912668812,-73.8895068500844,False,15/10/2020 23:38:07
rbAxZRKdMoMxeonDTmooFg,El Vez,mexican,3.5,655,259 Vesey St,10282,40.7147356376792,-74.015635,False,15/10/2020 23:38:07
UH_aksIxzGPPyhWZJbTP7A,Cantina Taqueria & Tequila Bar,mexican,4,515,1838 7th Ave,10026,40.8003063353508,-73.9549569049235,False,15/10/2020 23:38:07
xGoSAOhQBNdJMJmPn7CMDQ,Mexicue,mexican,4,557,1440 Broadway,10018,40.754109,-73.986015,False,15/10/2020 23:38:07
7KO4zcBtc2-2M5kJLfl0kw,Jolie Bistro,mexican,4,408,241 Smith St,11231,40.683532,-73.992288,False,15/10/2020 23:38:07
SXWnyFNLCehVlJPRxk7gAg,Anejo Tribeca,mexican,4,413,301 Church St,10013,40.7193829,-74.004417,False,15/10/2020 23:38:07
NcIUA8l_kmbPEwqI9lzELg,Anejo,mexican,3.5,689,668 10th Ave,10036,40.762577,-73.992919,False,15/10/2020 23:38:07
R5jpETY0OshPn-AeJjs0fA,Dos Caminos,mexican,3.5,1077,475 W Broadway,10012,40.7266452,-73.9999024,False,15/10/2020 23:38:07
9MWmRzKbw6-OR8O1fYa2fw,Tacos El Bronco,mexican,4.5,149,37th St & 5th Ave,11232,40.65237,-74.00274,False,15/10/2020 23:38:07
rbAxZRKdMoMxeonDTmooFg,El Vez,mexican,3.5,655,259 Vesey St,10282,40.7147356376792,-74.015635,False,15/10/2020 23:38:07
UH_aksIxzGPPyhWZJbTP7A,Cantina Taqueria & Tequila Bar,mexican,4,515,1838 7th Ave,10026,40.8003063353508,-73.9549569049235,False,15/10/2020 23:38:07
xGoSAOhQBNdJMJmPn7CMDQ,Mexicue,mexican,4,557,1440 Broadway,10018,40.754109,-73.986015,False,15/10/2020 23:38:07
7KO4zcBtc2-2M5kJLfl0kw,Jolie Bistro,mexican,4,408,241 Smith St,11231,40.683532,-73.992288,False,15/10/2020 23:38:07
SXWnyFNLCehVlJPRxk7gAg,Anejo Tribeca,mexican,4,413,301 Church St,10013,40.7193829,-74.004417,False,15/10/2020 23:38:07
NcIUA8l_kmbPEwqI9lzELg,Anejo,mexican,3.5,689,668 10th Ave,10036,40.762577,-73.992919,False,15/10/2020 23:38:07
R5jpETY0OshPn-AeJjs0fA,Dos Caminos,mexican,3.5,1077,475 W Broadway,10012,40.7266452,-73.9999024,False,15/10/2020 23:38:07
V9jFJfuK3FzWCJGoY15EgQ,Blue Maiz,mexican,4.5,249,606 8th Ave,10018,40.75543,-73.99071,False,15/10/2020 23:38:07
xrKa2SpgWzPEEbji3Iw2DQ,The Calaveras,mexican,4.5,147,949 Columbus Ave,10025,40.79956,-73.96241,False,15/10/2020 23:38:07
SPvW-SV2Ed7z8k-QXDUIDg,Tacos Matamoros,mexican,3.5,584,4508 5th Ave,11220,40.6478187840292,-74.0076383498633,False,15/10/2020 23:38:07
zNcDCPiUsE5aT6jyaCVtmA,Fresco's Cantina,mexican,4.5,239,12-14 31st Ave,11106,40.76837,-73.93303,False,15/10/2020 23:38:07
TPN2at7fMDHxeGYuQdQZVA,Homemade Taqueria,mexican,4,283,7103 Grand Ave,11378,40.7279658,-73.8921686,False,15/10/2020 23:38:07
